Date,Activity,Activity type,Unit,Amount executed
2025-05-12,Cement making,Building,m3,218.9183805580258
2025-04-06,Pavement,Road,m2,4840.8354835829605
2025-06-02,Rolling/Tractor,Road,m2,1530.6197354738488
2025-10-10,Terrain leveling,Building,m3,2513.573458331322
2025-11-09,Walling,Building,m2,4870.463936597699
2025-03-29,Iron mining,Railway,m3,3657.112679717077
2025-01-20,Ballast,Railway,m3,3295.821804854627
2025-01-16,Laying steel rail,Railway,m,786.6646592587273
2025-01-10,Foundation pouring,Building,m3,2461.4966318103043
2025-02-22,Walling,Building,m2,1580.7936162361486
2025-11-09,Walling,Building,m2,3237.787888314898
2025-09-07,Foundation pouring,Building,m3,1760.5541625030164
2025-12-19,Foundation pouring,Building,m3,2394.7587853183672
2025-08-12,Laying steel rail,Railway,m,4490.589760200877
2025-05-03,Foundation pouring,Building,m3,2047.6051473814016
2025-03-24,Removing trees,Building,m2,361.24314847578944
2025-10-24,Pavement,Road,m2,1986.3874667102077
2025-10-11,Anchorage,Railway,m2,1332.4951889713243
2025-05-04,Anchorage,Railway,m2,518.8403264316299
2025-11-20,Cement making,Building,m3,4177.704873892953
2025-08-19,Walling,Building,m2,487.70610609002284
2025-04-04,Ballast,Railway,m3,3806.295057574002
2025-12-06,Foundation pouring,Building,m3,3743.6268688633168
2025-05-05,Rolling/Tractor,Road,m2,1952.735904492262
2025-12-04,Removing trees,Building,m2,1480.0146925564488
2025-08-09,Rolling/Tractor,Road,m2,3661.7900978493885
2025-07-22,Terrain leveling,Building,m3,3495.8227578691112
2025-11-28,Anchorage,Railway,m2,4578.771655655272
2025-07-28,Terrain leveling,Building,m3,4033.460275458772
2025-11-08,Removing trees,Building,m2,4554.656296714503
2025-06-25,Anchorage,Railway,m2,2339.292882744531
2025-06-15,Iron mining,Railway,m3,3519.7771314315733
2025-02-22,Anchorage,Railway,m2,369.7049551518128
2025-05-01,Walling,Building,m2,3971.4327224967883
2025-07-08,Cement making,Building,m3,3082.3806219601
2025-12-20,Ballast,Railway,m3,999.2718092360786
2025-06-27,Laying steel rail,Railway,m,1835.4875752617838
2025-09-10,Terrain leveling,Building,m3,2261.4467438759552
2025-09-30,Terrain leveling,Building,m3,1501.3888577850848
2025-08-07,Laying steel rail,Railway,m,1182.2399536141925
2025-09-14,Iron mining,Railway,m3,780.313403893857
2025-06-22,Ballast,Railway,m3,310.56011271740624
2025-03-30,Foundation pouring,Building,m3,3776.3989896990424
2025-02-21,Removing trees,Building,m2,1935.1251357924382
2025-08-11,Ballast,Railway,m3,3436.381833591402
2025-08-27,Pavement,Road,m2,4857.435690257542
2025-09-15,Cement making,Building,m3,2822.0156835117873
2025-07-14,Coat preparation,Road,L,2573.301892591775
2025-06-02,Anchorage,Railway,m2,3122.5028828276736
2025-12-28,Rolling/Tractor,Road,m2,887.5998240199561
2025-05-07,Pavement,Road,m2,4653.630907707157
2025-12-17,Terrain leveling,Building,m3,4299.363568589606
2025-06-13,Iron mining,Railway,m3,4036.1294665681817
2025-08-28,Laying steel rail,Railway,m,3943.889786463592
2025-07-03,Ballast,Railway,m3,2106.5596755305237
2025-01-21,Rolling/Tractor,Road,m2,1798.2600219072376
2025-06-06,Cement making,Building,m3,3558.7688304194453
2025-09-04,Iron mining,Railway,m3,1563.9517664427644
2025-01-13,Removing trees,Building,m2,3620.9084779929717
2025-10-20,Removing trees,Building,m2,1686.7638248117062
2025-04-25,Cement making,Building,m3,379.91860893931914
2025-03-16,Walling,Building,m2,2396.270979905038
2025-12-07,Iron mining,Railway,m3,4419.2926045285285
2025-03-12,Subbase application,Road,m2,1214.941090628584
2025-06-14,Removing trees,Building,m2,1843.305218679835
2025-02-26,Pavement,Road,m2,3855.787853637789
2025-04-21,Ballast,Railway,m3,1237.5303137868577
2025-04-23,Ballast,Railway,m3,3786.2452851559874
2025-06-20,Rolling/Tractor,Road,m2,1736.585252006027
2025-02-19,Walling,Building,m2,4458.474218118555
2025-05-26,Anchorage,Railway,m2,4820.194788776475
2025-11-22,Iron mining,Railway,m3,1500.5493176275513
2025-05-17,Terrain leveling,Building,m3,4281.8042731894675
2025-08-31,Laying steel rail,Railway,m,221.31303428477966
2025-06-04,Coat preparation,Road,L,1663.4185088139486
2025-09-18,Ballast,Railway,m3,4030.878382945237
2025-01-12,Laying steel rail,Railway,m,1338.7895495272983
2025-10-16,Iron mining,Railway,m3,729.9475035591157
2025-06-13,Cement making,Building,m3,2976.5951046131427
2025-12-12,Terrain leveling,Building,m3,2719.7956947876733
2025-07-18,Laying steel rail,Railway,m,2807.28414981556
2025-01-05,Subbase application,Road,m2,4660.83153005035
2025-12-07,Cement making,Building,m3,4542.640213147205
2025-12-15,Walling,Building,m2,3825.346567945226
2025-12-18,Terrain leveling,Building,m3,4906.018227588757
2025-02-17,Foundation pouring,Building,m3,1698.040033292011
2025-05-22,Anchorage,Railway,m2,1083.2215645044307
2025-04-23,Pavement,Road,m2,359.1531774934742
2025-02-24,Laying steel rail,Railway,m,2418.0380174771217
2025-04-05,Ballast,Railway,m3,2906.961601392529
2025-10-03,Anchorage,Railway,m2,2880.885574647594
2025-10-02,Coat preparation,Road,L,2940.7053012295423
2025-10-21,Cement making,Building,m3,4121.504284680176
2025-07-04,Iron mining,Railway,m3,4717.920524852334
2025-08-03,Foundation pouring,Building,m3,774.2562799065878
2025-01-23,Foundation pouring,Building,m3,1542.080967286038
2025-06-04,Laying steel rail,Railway,m,473.7983129658363
2025-02-27,Laying steel rail,Railway,m,2732.3438947713703
2025-03-04,Coat preparation,Road,L,3225.4982194673303
2025-02-16,Terrain leveling,Building,m3,1916.2823756244718
2025-11-20,Rolling/Tractor,Road,m2,4184.159508188428
2025-03-30,Anchorage,Railway,m2,592.4100833405721
2025-05-31,Laying steel rail,Railway,m,960.9884957783232
2025-09-05,Ballast,Railway,m3,2890.0618552547203
2025-09-30,Subbase application,Road,m2,2596.2109955374585
2025-05-05,Iron mining,Railway,m3,1152.1851651971654
2025-09-28,Cement making,Building,m3,706.6499933702625
2025-02-01,Foundation pouring,Building,m3,3558.5632043407904
2025-04-14,Laying steel rail,Railway,m,806.6125954242859
2025-02-06,Terrain leveling,Building,m3,2154.0738344377714
2025-12-05,Subbase application,Road,m2,4778.660370788432
2025-05-09,Ballast,Railway,m3,2744.2957937973633
2025-09-29,Removing trees,Building,m2,1169.711369359573
2025-10-04,Removing trees,Building,m2,1548.9829864703747
2025-06-13,Laying steel rail,Railway,m,2748.2542374472746
2025-05-09,Rolling/Tractor,Road,m2,1876.9043664967699
2025-09-29,Rolling/Tractor,Road,m2,3280.447176044026
2025-04-09,Pavement,Road,m2,3501.914076534092
2025-11-10,Iron mining,Railway,m3,76.09647060169978
2025-06-13,Anchorage,Railway,m2,1712.8948201587662
2025-12-17,Foundation pouring,Building,m3,3688.897381864722
2025-12-02,Rolling/Tractor,Road,m2,4996.773876344181
2025-07-29,Terrain leveling,Building,m3,1507.2122629601358
2025-06-05,Laying steel rail,Railway,m,3045.9197599444033
2025-04-13,Pavement,Road,m2,1479.7336043184512
2025-08-17,Foundation pouring,Building,m3,4795.009586436152
2025-05-15,Anchorage,Railway,m2,4131.7150383038725
2025-06-26,Subbase application,Road,m2,1758.4219405862184
2025-10-15,Foundation pouring,Building,m3,4448.492822911524
2025-11-13,Coat preparation,Road,L,1312.249294123789
2025-03-01,Pavement,Road,m2,1349.5859950400725
2025-05-03,Ballast,Railway,m3,4234.383134390882
2025-03-09,Anchorage,Railway,m2,923.9472907412566
2025-03-22,Ballast,Railway,m3,3755.444167123096
2025-09-06,Laying steel rail,Railway,m,4529.510481979444
2025-02-18,Ballast,Railway,m3,290.61682608477633
2025-08-30,Subbase application,Road,m2,4321.994805433767
2025-01-10,Walling,Building,m2,1610.083241784973
2025-01-26,Removing trees,Building,m2,3922.290146122863
2025-11-04,Ballast,Railway,m3,2390.4899768699433
2025-09-09,Rolling/Tractor,Road,m2,1271.3681492345097
2025-04-17,Coat preparation,Road,L,1282.8690347638988
2025-08-28,Coat preparation,Road,L,4378.603765145636
2025-02-08,Foundation pouring,Building,m3,1979.1558087413841
2025-09-23,Cement making,Building,m3,4625.099256331703
2025-04-10,Laying steel rail,Railway,m,389.81454776858436
2025-11-25,Subbase application,Road,m2,4628.898565227399
2025-01-24,Subbase application,Road,m2,1323.323155854445
2025-07-14,Pavement,Road,m2,4864.055456812204
2025-05-07,Ballast,Railway,m3,4833.041425660672
2025-09-21,Terrain leveling,Building,m3,1309.9530830356555
2025-01-02,Walling,Building,m2,2251.2841494702157
2025-06-24,Rolling/Tractor,Road,m2,2309.9972709165
2025-12-06,Pavement,Road,m2,1431.6287938793305
2025-05-30,Ballast,Railway,m3,568.1577141775496
2025-08-01,Iron mining,Railway,m3,1670.3661528815794
2025-02-03,Anchorage,Railway,m2,3195.4902060151408
2025-01-01,Foundation pouring,Building,m3,4462.685026158867
2025-11-22,Cement making,Building,m3,933.8193125133292
2025-06-05,Pavement,Road,m2,2689.1706365986547
2025-01-27,Coat preparation,Road,L,4986.637587031111
2025-06-30,Iron mining,Railway,m3,3028.3820331229554
2025-01-24,Laying steel rail,Railway,m,1243.8023266562275
2025-09-20,Iron mining,Railway,m3,4590.907133142078
2025-11-18,Foundation pouring,Building,m3,421.9803273122863
2025-08-19,Laying steel rail,Railway,m,2693.013972889796
2025-09-22,Walling,Building,m2,1691.5788793825266
2025-12-08,Coat preparation,Road,L,4791.8228214224155
2025-05-05,Anchorage,Railway,m2,517.0478458939954
2025-04-13,Pavement,Road,m2,4331.211743197868
2025-12-10,Anchorage,Railway,m2,4604.264748328267
2025-06-04,Walling,Building,m2,1275.1782426983539
2025-08-17,Cement making,Building,m3,4288.921495081228
2025-02-23,Coat preparation,Road,L,594.2656166044219
2025-06-10,Walling,Building,m2,4285.479536701842
2025-09-18,Removing trees,Building,m2,4816.410379698908
2025-09-10,Subbase application,Road,m2,2178.8086664431466
2025-05-16,Terrain leveling,Building,m3,836.0775732572856
2025-03-13,Pavement,Road,m2,2220.874317772609
2025-11-22,Subbase application,Road,m2,1609.073123012637
2025-02-18,Rolling/Tractor,Road,m2,1093.007665017064
2025-04-02,Terrain leveling,Building,m3,3743.58592037932
2025-07-20,Foundation pouring,Building,m3,119.93054302796125
2025-12-01,Laying steel rail,Railway,m,3663.838146209923
2025-05-31,Terrain leveling,Building,m3,1643.7742060552573
2025-06-30,Terrain leveling,Building,m3,3288.5759503005374
2025-07-17,Rolling/Tractor,Road,m2,3663.138249207525
2025-02-03,Removing trees,Building,m2,1584.2866206680967
2025-08-25,Laying steel rail,Railway,m,2551.4858074687772
2025-02-22,Laying steel rail,Railway,m,2958.6089974163633
2025-10-12,Walling,Building,m2,4437.923516509146
2025-03-06,Rolling/Tractor,Road,m2,2023.4143369588687
2025-01-16,Coat preparation,Road,L,3268.1330481529453
2025-09-17,Cement making,Building,m3,534.3726301785983
2025-10-01,Rolling/Tractor,Road,m2,1379.6995944383827
2025-07-15,Cement making,Building,m3,293.7218808852876
2025-08-01,Walling,Building,m2,3699.546339596351
2025-07-02,Laying steel rail,Railway,m,959.0781237370022
2025-01-22,Walling,Building,m2,1086.1755655109666
2025-09-05,Removing trees,Building,m2,2241.455245363321
2025-11-24,Terrain leveling,Building,m3,4439.903722874238
2025-01-29,Rolling/Tractor,Road,m2,3092.596253744128
2025-01-08,Terrain leveling,Building,m3,3643.564527322674
2025-03-11,Coat preparation,Road,L,3602.0051891853295
2025-08-03,Removing trees,Building,m2,2186.9459932747272
2025-02-18,Foundation pouring,Building,m3,2358.848799670132
2025-11-03,Anchorage,Railway,m2,2092.5894443266975
2025-10-06,Rolling/Tractor,Road,m2,4628.673528882949
2025-11-29,Ballast,Railway,m3,2979.957322959814
2025-08-07,Coat preparation,Road,L,479.5377009362528
2025-08-01,Pavement,Road,m2,4370.194192905663
2025-04-01,Laying steel rail,Railway,m,2830.9563947582637
2025-07-01,Pavement,Road,m2,594.9548079023881
2025-09-18,Cement making,Building,m3,640.6195190537767
2025-03-14,Pavement,Road,m2,1489.624756093199
2025-01-17,Removing trees,Building,m2,2171.1905901326077
2025-03-27,Ballast,Railway,m3,3842.6617072967206
2025-03-30,Walling,Building,m2,1559.9978190426068
2025-02-21,Rolling/Tractor,Road,m2,4867.0531037510555
2025-03-06,Rolling/Tractor,Road,m2,3049.8556896699274
2025-08-08,Cement making,Building,m3,4644.721191072956
2025-06-16,Rolling/Tractor,Road,m2,2015.7324964302109
2025-03-23,Coat preparation,Road,L,4067.1732005782605
2025-05-24,Subbase application,Road,m2,3860.01841803423
2025-06-04,Iron mining,Railway,m3,3612.2420267011503
2025-09-23,Pavement,Road,m2,3453.6279081469456
2025-10-18,Cement making,Building,m3,3823.209586390386
2025-04-26,Laying steel rail,Railway,m,1810.3516344864595
2025-03-14,Ballast,Railway,m3,1418.149753752707
2025-08-20,Removing trees,Building,m2,2321.390197419271
2025-10-21,Rolling/Tractor,Road,m2,988.5319262131264
2025-05-27,Subbase application,Road,m2,3103.8553791179147
2025-02-20,Terrain leveling,Building,m3,2540.9488978822374
2025-05-26,Coat preparation,Road,L,773.6069183622618
2025-09-05,Removing trees,Building,m2,3097.581191738077
2025-11-09,Ballast,Railway,m3,415.85414742910945
2025-06-22,Laying steel rail,Railway,m,2962.385155117256
2025-04-30,Rolling/Tractor,Road,m2,4357.6289167211
2025-11-18,Pavement,Road,m2,453.06884085295485
2025-01-25,Anchorage,Railway,m2,3940.037189453626
2025-07-23,Subbase application,Road,m2,125.1307110559019
2025-05-29,Terrain leveling,Building,m3,3224.9987360293376
2025-05-29,Cement making,Building,m3,3114.4180764513744
2025-01-22,Coat preparation,Road,L,1065.256267304281
2025-02-14,Terrain leveling,Building,m3,1898.9951363212742
2025-10-09,Removing trees,Building,m2,4316.395584209196
2025-07-20,Pavement,Road,m2,2839.1741269034455
2025-11-05,Iron mining,Railway,m3,4008.489829750978
2025-01-26,Ballast,Railway,m3,1465.3016579210155
2025-12-25,Removing trees,Building,m2,840.1330291929121
2025-01-19,Cement making,Building,m3,2924.620137555648
2025-12-11,Pavement,Road,m2,4460.827699516319
2025-03-31,Iron mining,Railway,m3,1908.9472077003022
2025-03-26,Cement making,Building,m3,2205.0688573004923
2025-10-13,Cement making,Building,m3,1011.0899899041359
2025-05-26,Removing trees,Building,m2,4503.525745867219
2025-11-12,Walling,Building,m2,2906.300363592097
2025-08-04,Iron mining,Railway,m3,2378.354184375404
2025-04-22,Iron mining,Railway,m3,1241.4794544510405
2025-12-10,Anchorage,Railway,m2,3720.125408271195
2025-06-09,Pavement,Road,m2,2214.4729509894855
2025-03-25,Cement making,Building,m3,2416.7716858917306
2025-08-12,Removing trees,Building,m2,2723.2145625872354
2025-06-30,Anchorage,Railway,m2,3568.3285698918853
2025-07-16,Pavement,Road,m2,1703.632981627889
2025-02-18,Coat preparation,Road,L,3667.4816932016556
2025-12-25,Iron mining,Railway,m3,1009.4429638041846
2025-02-14,Terrain leveling,Building,m3,1681.7630349327967
2025-02-20,Terrain leveling,Building,m3,1428.9126501718451
2025-07-23,Anchorage,Railway,m2,1849.8154767262727
2025-12-15,Pavement,Road,m2,3305.472477790246
2025-01-30,Coat preparation,Road,L,846.9693059230538
2025-10-15,Coat preparation,Road,L,712.0930652997188
2025-07-31,Coat preparation,Road,L,3914.325440560445
2025-01-23,Pavement,Road,m2,1314.4892683738624
2025-01-01,Laying steel rail,Railway,m,4944.884815421906
2025-08-14,Ballast,Railway,m3,2395.6350693576856
2025-06-26,Coat preparation,Road,L,4228.622261169649
2025-07-13,Ballast,Railway,m3,3063.3453872851137
2025-06-01,Iron mining,Railway,m3,2158.797762840447
2025-10-29,Iron mining,Railway,m3,342.7544956776918
2025-09-15,Coat preparation,Road,L,4261.59973714398
2025-10-27,Removing trees,Building,m2,1694.7124563646564
2025-02-24,Rolling/Tractor,Road,m2,4232.186111895713
2025-03-14,Subbase application,Road,m2,887.1257246070991
2025-12-07,Iron mining,Railway,m3,528.4671911792716
2025-07-01,Laying steel rail,Railway,m,76.15818090472514
2025-09-17,Iron mining,Railway,m3,4510.054301605799
2025-02-15,Rolling/Tractor,Road,m2,1284.428401321201
2025-09-30,Pavement,Road,m2,4118.580851902723
2025-01-04,Laying steel rail,Railway,m,159.70768917424826
2025-12-27,Laying steel rail,Railway,m,1916.3258218159963
2025-07-20,Pavement,Road,m2,2285.336642704934
2025-09-08,Laying steel rail,Railway,m,1656.3860165601575
2025-09-30,Walling,Building,m2,327.2120596140327
2025-10-14,Pavement,Road,m2,2907.5428854280026
2025-07-20,Pavement,Road,m2,2735.680163887296
2025-03-04,Anchorage,Railway,m2,2042.8500618645085
2025-10-23,Subbase application,Road,m2,2477.351396875494
2025-07-12,Iron mining,Railway,m3,3799.572816896737
2025-03-18,Subbase application,Road,m2,1614.3933752388627
2025-10-23,Foundation pouring,Building,m3,790.5905015914572
2025-01-16,Subbase application,Road,m2,3349.3603286653074
2025-08-02,Pavement,Road,m2,1689.2126237389243
2025-02-01,Ballast,Railway,m3,2143.498301260164
2025-12-03,Ballast,Railway,m3,4200.467533648854
2025-03-15,Ballast,Railway,m3,1536.5702805053977
2025-12-03,Rolling/Tractor,Road,m2,3486.5320103154186
2025-08-13,Iron mining,Railway,m3,3546.750361091876
2025-11-18,Subbase application,Road,m2,4030.736173345305
2025-05-08,Cement making,Building,m3,2819.6196663596565
2025-08-28,Foundation pouring,Building,m3,4336.48831402966
2025-08-14,Ballast,Railway,m3,3694.7108382275173
2025-10-22,Anchorage,Railway,m2,4681.919463907362
2025-01-05,Terrain leveling,Building,m3,1844.6935623769461
2025-03-05,Terrain leveling,Building,m3,3939.791571379422
2025-05-07,Walling,Building,m2,253.89044295274167
2025-09-25,Ballast,Railway,m3,4261.385546047292
2025-02-23,Foundation pouring,Building,m3,2786.4101641039897
2025-11-07,Terrain leveling,Building,m3,1983.196166664742
2025-07-14,Removing trees,Building,m2,4056.2415151006876
2025-11-04,Removing trees,Building,m2,3201.1836812623833
2025-08-14,Anchorage,Railway,m2,467.9798895181869
2025-04-12,Walling,Building,m2,2058.337146802102
2025-04-24,Terrain leveling,Building,m3,1222.6616798654134
2025-09-25,Removing trees,Building,m2,4381.0111765471975
2025-06-27,Rolling/Tractor,Road,m2,1463.0197617590895
2025-11-24,Ballast,Railway,m3,2085.927414645355
2025-02-02,Iron mining,Railway,m3,110.30021495843756
2025-10-17,Anchorage,Railway,m2,1955.2561742277735
2025-04-05,Foundation pouring,Building,m3,1973.916274433859
2025-08-18,Removing trees,Building,m2,3368.575986137353
2025-02-11,Removing trees,Building,m2,408.3452125112713
2025-11-16,Iron mining,Railway,m3,2298.881657996345
2025-02-17,Terrain leveling,Building,m3,770.8841015409096
2025-08-09,Walling,Building,m2,4970.683124965521
2025-10-22,Foundation pouring,Building,m3,4680.600965739652
2025-03-16,Laying steel rail,Railway,m,4671.482816361323
2025-03-31,Coat preparation,Road,L,1183.8790254307423
2025-07-28,Coat preparation,Road,L,167.81388754792513
